Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-561,Bone,,,,5/31/2022,Unknown,A gigantic mammal bone fragment; the back is flat in the edges are higher with some of the porous stiff showing; also it looks like there is a circular hole from human cutting; a mammal bone fragment with different indents in it; two rectangular and flat mammal bone fragments with the porous part showing on the sides,Organic,Mammal,Bone,Bone,4,,,,,45.54 mm; 27.58 mm,,33.5 g; 7.9 g,,,No conservation,I. DeLisle,,,,422,,,3459,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-565-A,Bone,,,,6/1/2022,Unknown,Rounded and thick mammal bone fragments with the porous parts showing inbetween solid bone parts,Organic,Mammal,Bone,Bone,1 of 2,33.85,,,,,3.3,,,,No conservation,I. DeLisle,,,,404,,,3364,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-565-B,Bone,,,,6/1/2022,Unknown,Rounded and thick mammal bone fragments with the porous parts showing inbetween solid bone parts,Organic,Mammal,Bone,Bone,2 of 2,30.87,,,,,2.9,,,,No conservation,I. DeLisle,,,,404,,,3364,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-566,Bone,,,,6/1/2022,Unknown,A lot of differen mammal bone fragments; some very thick and big and others smaller some not showing the porus part and others showing mostly the porous part,Organic,Mammal,Bone,Bone,29,46.64,,,,,8.9,,,,No conservation,I. DeLisle,,,,404,,,3364,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-550,Bone,,,,7/8/2022,Unknown,Gray rounded hard a porous bird bone fragment,Organic,Aves (bird),Bone,Bone,1,7.66,,,,,0.1,,,,No conservation,I. DeLisle,,,,430,,,2460,S2W3,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 #2 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-551-A,Bone,,,,7/11/2022,Unknown,A porous; angular and rounded bird bone fragment; and a flat bone fragment with some ridges that kind of looks like wood,Organic,Aves (bird),Bone,Bone,1 of 2,10.18,,,,,0.1,,,,No conservation,I. DeLisle,,,,351,,,4601,S4W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 #2 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-551-B,Bone,,,,7/11/2022,Unknown,A porous; angular and rounded bird bone fragment; and a flat bone fragment with some ridges that kind of looks like wood,Organic,Aves (bird),Bone,Bone,2 of 2,18.05,,,,,0.4,,,,No conservation,I. DeLisle,,,,351,,,4601,S4W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 #2 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-552-A,Bone,,,,7/11/2022,Unknown,A large triangular shaped mammal bone fragment that is thick and have some of the ridges; a smaller irregular shaped mammal bone fragment that has multiple ridges covering one side,Organic,Mammal,Bone,Bone,1 of 2,71.56,,,,,20.1,,,,No conservation,I. DeLisle,,,,247,,,3162,S2W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 #2 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-552-B,Bone,,,,7/11/2022,Unknown,A large triangular shaped mammal bone fragment that is thick and have some of the ridges; a smaller irregular shaped mammal bone fragment that has multiple ridges covering one side,Organic,Mammal,Bone,Bone,2 of 2,27.14,,,,,1.7,,,,No conservation,I. DeLisle,,,,247,,,3162,S2W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 #2 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-558-A,Bone,,,,5/27/2022,Unknown,One is a dark gray color; one is a tube with a flared end with the porous part seen at the opening of the tube bird bone fragment; one is a curved almost pyramid shaped with the porous side one end bird bone fragment; one has a rounded end and is tube like; smaller than the other one; but with no noticable porous part bird bone fragment; one is rectangular with a thick pourous part in the middle bird bone fragment,Organic,Aves (bird),Bone,Bone,1 of 5,16.19,,,,,1.4,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-558-B,Bone,,,,5/27/2022,Unknown,One is a dark gray color; one is a tube with a flared end with the porous part seen at the opening of the tube bird bone fragment; one is a curved almost pyramid shaped with the porous side one end bird bone fragment; one has a rounded end and is tube like; smaller than the other one; but with no noticable porous part bird bone fragment; one is rectangular with a thick pourous part in the middle bird bone fragment,Organic,Aves (bird),Bone,Bone,2 of 5,36.33,,,,,1.4,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-558-C,Bone,,,,5/27/2022,Unknown,One is a dark gray color; one is a tube with a flared end with the porous part seen at the opening of the tube bird bone fragment; one is a curved almost pyramid shaped with the porous side one end bird bone fragment; one has a rounded end and is tube like; smaller than the other one; but with no noticable porous part bird bone fragment; one is rectangular with a thick pourous part in the middle bird bone fragment,Organic,Aves (bird),Bone,Bone,3 of 5,34.94,,,,,6.4,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-558-D,Bone,,,,5/27/2022,Unknown,One is a dark gray color; one is a tube with a flared end with the porous part seen at the opening of the tube bird bone fragment; one is a curved almost pyramid shaped with the porous side one end bird bone fragment; one has a rounded end and is tube like; smaller than the other one; but with no noticable porous part bird bone fragment; one is rectangular with a thick pourous part in the middle bird bone fragment,Organic,Aves (bird),Bone,Bone,4 of 5,19.01,,,,,0.7,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-558-E,Bone,,,,5/27/2022,Unknown,One is a dark gray color; one is a tube with a flared end with the porous part seen at the opening of the tube bird bone fragment; one is a curved almost pyramid shaped with the porous side one end bird bone fragment; one has a rounded end and is tube like; smaller than the other one; but with no noticable porous part bird bone fragment; one is rectangular with a thick pourous part in the middle bird bone fragment,Organic,Aves (bird),Bone,Bone,5 of 5,20.01,,,,,0.9,,,,No conservation,I. DeLisle,,,,559,,,3516,S3W4,,Probably should double check,,,,,https://drive.google.com/drive/folders/1nO-odEektFNv65Fzc9zdIf4z7z7r4hJW,Box 5 (Bone): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/25/2022,2022-5-25-423-A,Brick,,,,5/25/2022,Unknown,A golf-ball-sized chunk of brick with no visible identifying markings/features,Inorganic,Unknown,Brick,Brick,1,51.13,,,,,42.9,,,,No conservation,E. Lescault,,,,278,,,2647,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-538-A,Brick,,,,6/7/2021,1690-present in reference to 2021-6-7-539,a small squarish red brick with some remainments of dirt on it,Inorganic,Unknown,Brick,Brick,1 of 2,13.89,,,,,0.8,,,,No conservation,I. DeLisle,,,,685.8,,,,S3W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-538-B,Brick,,,,6/7/2021,1690-present in reference to 2021-6-7-539,a big and thick triangular red brick with some remainments of dirt on it and some black on it; possibly from burning,Inorganic,Unknown,Brick,Brick,2 of 2,27.21,,,,,5.9,,,,No conservation,I. DeLisle,,,,685.8,,,,S3W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-5,Ceramic,,,,6/7/2021,Unknown,Curved rim piece,Inorganic,,Ceramic,Vessel,1,43.18,,,,,,,,,No conservation,G.Parenti,6/24/2021,,,609.6,,,,S3W2,,,,,Region from? Possibly asia?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-8,Ceramic,,,,6/7/2021,Unknown,Small Ceramic Piece,Inorganic,,Ceramic,Vessel,1,7.7978,,,,,,,,,No conservation,G.Parenti,6/24/2021,,,609.6,,,,S3W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,,,Ceramic,,,,,Unknown,rim sherd; linear pattern,Inorganic,,Ceramic,vessel,1,,,,,,26.9,,,,No conservation,A.Uhl,6/24/2021,,,406.4,,,,S3W2,,This is a brown; salt-glaze stoneware rim piece; that on the bag has 11-11-19-62 written on it; but on the tag has 21-6-19-62 written on it.,,,,,,Box 4 (Brown; Salt-glazed Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-18,Smoking Stem,,,,6/23/2021,Unknown,Pipe stem pieces,Inorganic,,Ceramic,Smoking tool,2,17,,,,17mm - 24mm is the range,,,,,No conservation,M.Persico,6/24/2021,,,406.4,,,,S5E1,,,,,,,,Box 1 (Pipestems): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/18/2021,2021-5-18-19,Smoking Stem,,,,5/18/2021,1680-1720,Pipe stem pieces,Inorganic,,Ceramic,Smoking tool,2,27.94,,,,1.1 to 1.4 inches,,,,,No conservation,M.Persico,6/24/2021,,,482.6,,,,S5W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/17/2021,2021-5-17-29,Ceramic,,,,5/17/2021,Unknown,Two pieces have a lip,Inorganic,,Ceramic,Plate/Vessel,5,76.2,,,,,,,,,No conservation,L. McKinnon,6/29/2021,,,457.2,,,,S5W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-36,Ceramic,,,,6/7/2021,Unknown,Looks like 2021-6-1-4,Inorganic,,Ceramic,Germany-style rhenish,1,50.8,,,,,,,,,No conservation,L. McKinnon,6/29/2021,,,330.2,,,,S4W1,,Found in association with 37,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-47,Ceramic,,,,5/19/2021,Unknown,Small brown shard; looks like a lip,Inorganic,,Ceramic,Vessel,1,25.4,,,,,,,,,No conservation,L. McKinnon,6/30/2021,,,355.6,,,,S4W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-48,Ceramic,,,,5/19/2021,Unknown,Similar to 2021-6-1-4,Inorganic,,Ceramic,Germany-style rhenish,1,50.8,,,,,,,,,No conservation,L. McKinnon,6/30/2021,,,355.6,,,,S4W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-51,Ceramic,,,,5/19/2021,Unknown,Small shards,Inorganic,,Ceramic,Vessel,3,50.8,,,,2 inches is the max,,,,,No conservation,L. McKinnon,6/30/2021,,,355.6,,,,S4W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/23/2021,2021-4-23-57,Ceramic,,,,4/23/2021,Unknown,Tan glaze; thin ceramic,Inorganic,,Ceramic,Vessel,1,,50.8,50.8,,,,,,,No conservation,L. McKinnon,7/5/2021,,,508,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-68,Ceramic,,,,6/23/2021,Unknown,Medium brown glaze,Inorganic,,Ceramic,Vessel,1,25.4,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,457.2,,,,S5E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-13-77,Ceramic,,,,5/12/2021,Unknown,White shards,Inorganic,,Ceramic,Vessel,6,12.7,,,,0.5 inch,,,,,No conservation,L. McKinnon,7/6/2021,,,558.8,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-80,Ceramic,,,,6/1/2021,Unknown,Blue on white shards,Inorganic,,Ceramic,Vessel,3,17.78,,,,0.7 to 0.9 inch range,,,,,No conservation,M.Persico,7/8/2021,,,393.7,,,,S5E1,,Found in assocaition with 81; 82,,,Faience; blue on white,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-81,Ceramic,,,,6/1/2021,Unknown,Stoneware shard,Inorganic,,Ceramic,Vessel,1,20.32,,,,,,,,,No conservation,M.Persico,7/8/2021,,,393.7,,,,S5E1,,Found in association with 80; 82,,,Stoneware; brown rhenish/ salt glazed?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-82,Ceramic,,,,6/1/2021,Unknown,Blue shard,Inorganic,,Ceramic,Vessel,1,17.78,,,,,,,,,No conservation,M.Persico,7/8/2021,,,393.7,,,,S5E1,,Found in association with 80; 81,,,Caparra blue?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/22/2021,2021-6-22-83,Ceramic,,,,6/22/2021,Unknown,Blue on white shard,Inorganic,,Ceramic,Vessel,1,27.94,,,,,,,,,No conservation,M.Persico,7/8/2021,,,431.8,,,,S5E1,,Found in association with 84,,,Faience; blue on white?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/22/2021,2021-6-22-84,Ceramic,,,,6/22/2021,Unknown,purplish/brown glazed shard,Inorganic,,Ceramic,Vessel,1,25.4,,,,,,,,,No conservation,M.Persico,7/8/2021,,,431.8,,,,S5E1,,Found in association with 83,,,purplish/brown glaze; rhennish?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/18/2021,2021-5-18-85,Ceramic,,,,5/18/2021,Unknown,1 larger thick white shard; 2 small shards,Inorganic,,Ceramic,Vessel,3,17.78,,,,0.7 to 1.6 inch range,,,,,No conservation,M.Persico,7/9/2021,,,457.2,,,,S5W2,,Found in association with 86; 87,,,Possibly same vessel as 86,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/18/2021,2021-5-18-87,Ceramic,,,,5/18/2021,Unknown,Small glazed stoneware shards,Inorganic,,Ceramic,Vessel,2,15.24,,,,0.6 to 0.9 inch range,,,,,No conservation,M.Persico,7/9/2021,,,457.2,,,,S5W2,,Found in association with 85; 86,,,Black lead glazed coarse earthenware,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-88,Ceramic,,,,5/19/2021,Unknown,Thick; glazed stoneware piece,Inorganic,,Ceramic,Vessel,1,43.18,,,,,,,,,No conservation,M.Persico,7/9/2021,,,381,,,,S5W1,,Found in assocaition with 89; 90; 91,,,Black lead glazed coarse earthenware,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-89,Ceramic,,,,5/19/2021,Unknown,White shard with brownish/red on edges,Inorganic,,Ceramic,Vessel,1,33.02,,,,,,,,,No conservation,M.Persico,7/9/2021,,,381,,,,S5W1,,Found in association with 88; 90; 91,,,Type unknown; deep scratch marks,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-91,Ceramic,,,,5/19/2021,Unknown,Very small shard; black on white leaf design,Inorganic,,Ceramic,Vessel,1,10.16,,,,,,,,,No conservation,M.Persico,7/9/2021,,,381,,,,S5W1,,Found in association with 88; 89; 90,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2021,2021-5-24-94,Ceramic,,,,5/24/2021,Unknown,Brick shard,Inorganic,,Ceramic,Vessel,1,25.4,,,,,,,,,No conservation,M.Persico,7/9/2021,,,381,,,,S4W3,,Found in association with 92; 94,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/6/2021,2021-5-6-96,Ceramic,,,,5/6/2021,Unknown,White Ceramic,Inorganic,,Ceramic,Vessel,4,38.1,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,431.8,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-101,Ceramic,,,,6/7/2021,Unknown,White Ceramic,Inorganic,,Ceramic,Vessel,1,12.7,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,330.2,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/23/2021,2021-4-23-102,Ceramic,,,,4/23/2021,Unknown,Blue Ceramic,Inorganic,,Ceramic,Vessel,8,12.7,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,431.8,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/23/2021,2021-4-23-103,Refined Earthenware,,,,4/23/2021,1762-1820; 1830-present,Creamware; plain and whiteware; plain refined earthenware sherds,Inorganic,,Ceramic,Vessel,10,25.4,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,431.8,,,,S5W3,,I. DeLisle 7/31/22,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/ ; https://www.floridamuseum.ufl.edu/typeceramics/specimen/460/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/23/2021,2021-4-23-104,Ceramic,,,,4/23/2021,Unknown,Brown Ceramic,Inorganic,,Ceramic,Vessel,1,12.7,,,,,,,,,No conservation,L. McKinnon,7/9/2021,,,431.8,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/21/2021,2021-4-21-106,Ceramic,,,,4/21/2021,Unknown,Blue on white shard,Inorganic,,Ceramic,Vessel,1,12.7,,,,,,,,,No conservation,M.Persico,7/9/2021,,,393.7,,,,S5W3,,Found in association with 105,,,Blue on white,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2021,2021-5-24-108,Ceramic,,,,5/24/2021,Unknown,Small white shards; one with blue,Inorganic,,Ceramic,Vessel,5,10.16,,,,0.4 to 0.9 inch range,,,,,No conservation,M.Persico,7/9/2021,,,457.2,,,,S5W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/21/2021,2021-4-21-111,Ceramic,,,,4/21/2021,Unknown,Blue on white shards; decorative,Inorganic,,Ceramic,Vessel,2,12.7,,,,0.5 to 0.7 inch,,,,,No conservation,M.Persico,7/9/2021,,,482.6,,,,S5W3,,,,,Floral design,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-113,Ceramic,,,,6/7/2021,Unknown,Small porcelain shard,Inorganic,,Ceramic,Vessel,1,15.24,,,,,,,,,No conservation,M.Persico,7/9/2021,,,533.4,,,,S4W1,,,,,Porcelain; bone china?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-115,Ceramic,,,,6/7/2021,Unknown,White shard,Inorganic,,Ceramic,Vessel,1,30.48,,,,,,,,,No conservation,M.Persico,7/9/2021,,,533.4,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/14/2021,2021-5-14-117,Ceramic,,,,5/14/2021,Unknown,small shard; black leaf design,Inorganic,,Ceramic,Vessel,1,7.62,,,,,,,,,No conservation,M.Persico,7/9/2021,,,558.8,,,,S5W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/14/2021,2021-5-14-118,Ceramic,,,,5/14/2021,Unknown,Earthenware glazed piece,Inorganic,,Ceramic,Vessel,1,22.86,,,,,,,,,No conservation,M.Persico,7/9/2021,,,558.8,,,,S5W2,,,,,Earthenware; black lead glaze,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/14/2021,2021-5-14-119,Ceramic,,,,5/14/2021,Unknown,Blue on white shards,Inorganic,,Ceramic,Vessel,4,10.16,,,,0.4 to 1 inch range,,,,,No conservation,M.Persico,7/9/2021,,,558.8,,,,S5W2,,,,,Blue on white,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-12-121,Ceramic,,,,5/12/2021,Unknown,Earthenware glazed piece,Inorganic,,Ceramic,Vessel,1,20.32,,,,,,,,,No conservation,M.Persico,7/10/2021,,,520.7,,,,S2W3,,,,,Lead glaze,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-12-122,Glass,,,,5/12/2021,Unknown,Green in light; thick piece,Inorganic,,Ceramic,Vessel,2,17.78,,,,0.7 to 1.8 inch range,,,,,No conservation,M.Persico,7/10/2021,,,520.7,,,,S2W3,,,,,Bottom of bottle?,,,Box 6 (Glass): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-12-123,Smoking Stem,,,,5/12/2021,1720-1750,Smoke hole clear to other side,Inorganic,,Ceramic,Vessel,1,22.86,,,,,,,,,No conservation,M.Persico,7/10/2021,,,520.7,,,,S2W3,,,,,,,,Box 1 (Pipestems): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-130,Ceramic,,,,6/1/2021,Unknown,White and blue shards,Inorganic,,Ceramic,Vessel,5,25.4,,,,1 inch max,,,,,No conservation,L. McKinnon,7/13/2021,,,330.2,,,,S4W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-132,Ceramic,,,,6/1/2021,Unknown,Thick; brick colored ceramic,Inorganic,,Ceramic,Vessel,1,27.94,,,,,,,,,No conservation,L. McKinnon,7/13/2021,,,330.2,,,,S4W2,,,,,,,,,,
